NP_ChEMBL_ID,Target_ChEMBL_ID,Relationship,Assay_type,Activ_type,Activ_Value,Units,Activity_ID,Assay_ChEMBL_ID,Assay,Target,Organism,Reference_ID
CHEMBL417799,CHEMBL2903,A,assay format,Potency,7943.3,nM,4469821,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL150,CHEMBL2903,A,assay format,Potency,7943.3,nM,4465723,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL59,CHEMBL2903,A,assay format,Potency,6309.6,nM,4454840,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL31574,CHEMBL2903,A,assay format,Potency,5011.9,nM,4465783,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL28,CHEMBL2903,A,assay format,Potency,5011.9,nM,4465862,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL417799,CHEMBL2903,A,assay format,Potency,3162.3,nM,4463705,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL295316,CHEMBL2903,A,assay format,Potency,3162.3,nM,4467551,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL2903,A,assay format,Potency,2511.9,nM,4463680,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL2903,A,assay format,Potency,2511.9,nM,4468882,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL2903,A,assay format,Potency,2511.9,nM,4463680,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL2903,A,assay format,Potency,2511.9,nM,4468882,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL151,CHEMBL2903,A,assay format,Potency,2511.9,nM,4464754,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL8260,CHEMBL2903,A,assay format,Potency,1995.3,nM,4463428,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL31574,CHEMBL2903,A,assay format,Potency,1995.3,nM,4469769,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL222556,CHEMBL2903,A,assay format,Potency,1584.9,nM,4444107,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL2903,A,assay format,Potency,1584.9,nM,4465889,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL2903,A,assay format,Potency,1584.9,nM,4465889,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL151,CHEMBL2903,A,assay format,Potency,1584.9,nM,4469680,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL8739,CHEMBL2903,A,assay format,Potency,125.9,nM,4469596,CHEMBL1614240,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 15-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL573524,CHEMBL3687,A,assay format,Potency,25118.9,nM,4532170,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL187266,CHEMBL3687,A,assay format,Potency,22387.2,nM,4527379,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL140,CHEMBL3687,A,assay format,Potency,19952.6,nM,4526237,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL418068,CHEMBL3687,A,assay format,Potency,15848.9,nM,4532002,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL31574,CHEMBL3687,A,assay format,Potency,15848.9,nM,4532305,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL151,CHEMBL3687,A,assay format,Potency,15848.9,nM,4530156,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL131921,CHEMBL3687,A,assay format,Potency,15848.9,nM,4532265,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL3687,A,assay format,Potency,14125.4,nM,4531130,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL3687,A,assay format,Potency,14125.4,nM,4531130,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL417799,CHEMBL3687,A,assay format,Potency,12589.3,nM,4529306,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL323197,CHEMBL3687,A,assay format,Potency,12589.3,nM,4532009,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL417799,CHEMBL3687,A,assay format,Potency,10000,nM,4532335,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL69863,CHEMBL3687,A,assay format,Potency,4466.8,nM,4531986,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL8260,CHEMBL3687,A,assay format,Potency,3548.1,nM,4517635,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL151,CHEMBL3687,A,assay format,Potency,2511.9,nM,4532264,CHEMBL1614252,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 12-hLO (12-human lipoxygenase). (Class of assay: confirmatory),Arachidonate 12-lipoxygenase,Homo sapiens,CHEMBL1201862
CHEMBL323197,CHEMBL340,A,single protein format,Potency,39810.7,nM,5046645,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL323197,CHEMBL340,A,single protein format,Potency,39810.7,nM,5051001,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL31574,CHEMBL340,A,single protein format,Potency,39810.7,nM,5074851,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL312163,CHEMBL340,A,single protein format,Potency,39810.7,nM,5062822,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL269538,CHEMBL340,A,single protein format,Potency,39810.7,nM,5034872,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL8260,CHEMBL340,A,single protein format,Potency,31622.8,nM,5058762,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL295316,CHEMBL340,A,single protein format,Potency,31622.8,nM,5034708,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL28626,CHEMBL340,A,single protein format,Potency,31622.8,nM,5050986,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL186366,CHEMBL340,A,single protein format,Potency,31622.8,nM,5070915,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL8145,CHEMBL340,A,single protein format,Potency,25118.9,nM,5078516,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL41092,CHEMBL340,A,single protein format,Potency,25118.9,nM,5054585,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL31574,CHEMBL340,A,single protein format,Potency,25118.9,nM,5055018,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL294009,CHEMBL340,A,single protein format,Potency,25118.9,nM,5070600,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL340,A,single protein format,Potency,25118.9,nM,5042920,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL340,A,single protein format,Potency,25118.9,nM,5042920,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL145,CHEMBL340,A,single protein format,Potency,25118.9,nM,5046878,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL131921,CHEMBL340,A,single protein format,Potency,19952.6,nM,5074769,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL8739,CHEMBL340,A,single protein format,Potency,15848.9,nM,5030848,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL8145,CHEMBL340,A,single protein format,Potency,15848.9,nM,5058914,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL52229,CHEMBL340,A,single protein format,Potency,15848.9,nM,5018427,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL453066,CHEMBL340,A,single protein format,Potency,15848.9,nM,5058980,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL45068,CHEMBL340,A,single protein format,Potency,15848.9,nM,5078442,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL45068,CHEMBL340,A,single protein format,Potency,15848.9,nM,5078442,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL429023,CHEMBL340,A,single protein format,Potency,15848.9,nM,5058697,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL393417,CHEMBL340,A,single protein format,Potency,15848.9,nM,5058560,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL309490,CHEMBL340,A,single protein format,Potency,15848.9,nM,5018455,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL269538,CHEMBL340,A,single protein format,Potency,15848.9,nM,5046763,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL242341,CHEMBL340,A,single protein format,Potency,15848.9,nM,5042665,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL230006,CHEMBL340,A,single protein format,Potency,15848.9,nM,5054822,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL222556,CHEMBL340,A,single protein format,Potency,15848.9,nM,5042486,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL15192,CHEMBL340,A,single protein format,Potency,15848.9,nM,5070890,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL151,CHEMBL340,A,single protein format,Potency,15848.9,nM,5050932,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL150,CHEMBL340,A,single protein format,Potency,15848.9,nM,5054957,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL140,CHEMBL340,A,single protein format,Potency,15848.9,nM,5026789,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL583912,CHEMBL340,A,single protein format,Potency,12589.3,nM,5054827,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL44,CHEMBL340,A,single protein format,Potency,12589.3,nM,5074858,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL43185,CHEMBL340,A,single protein format,Potency,12589.3,nM,5078461,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL417799,CHEMBL340,A,single protein format,Potency,12589.3,nM,5078635,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL295124,CHEMBL340,A,single protein format,Potency,12589.3,nM,5050689,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL275638,CHEMBL340,A,single protein format,Potency,12589.3,nM,5042562,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL340,A,single protein format,Potency,12589.3,nM,5074688,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL340,A,single protein format,Potency,12589.3,nM,5074688,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL140,CHEMBL340,A,single protein format,Potency,12589.3,nM,5070532,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL481044,CHEMBL340,A,single protein format,Potency,10000,nM,5054865,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL45068,CHEMBL340,A,single protein format,Potency,10000,nM,5054718,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL45068,CHEMBL340,A,single protein format,Potency,10000,nM,5054718,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL418068,CHEMBL340,A,single protein format,Potency,10000,nM,5074757,CHEMBL1613886,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4. (Class of assay: confirmatory) [Related pubchem assays: 410 ],Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
